id,product_code,product_name,variant,selling_price,purchase_price,unit,category,barcode,stock_quantity,supplier_name,product_images,price_images,created_at,updated_at,tpos_image_url,tpos_product_id,productid_bienthe,base_product_code,virtual_available
00023e02-2068-45dd-8576-8be81fd4f626,Q464A2,0501 Q38 ÁO SMI TD VIỀN PHONG CẢNH 9692 (2),2,390000,149000,Cái,,,0,QC38+,[],,2026-01-05 15:43:14.448661+00,2026-01-05 15:43:14.448661+00,,112330,145601,Q464,0
